Country,Province,City,Pop.,ABBR,Rent,Total COL,Sal,QOL,Prov. ABBR,Lat,Long,Snow Days/Y,Snow Fall/Y,Total Temps Ave,Summer Temps Ave,Spring Temps Ave,Winter Temps Ave,Fall Temps Ave,Highest 3 Year,Lowest 3 Year,Most Days,Sunny Days/Y,Hours Rained/Y,Winter Daylight
Italy,Campania,Naples,"917,510",IT,828,1605,1788,86,CM,40.8358846,14.2487679,0.6666666666666666,0.18666666666666668,17.950091240875913,24.79492753623188,15.18731884057971,12.20959409594096,19.521611721611723,18.9,7.0,Overcast,31.0,1333.0,9.839660731857318
Italy,Piedmont,Novara,"101,797",IT,578,1264,1955,85,PI,45.58425,8.545997,7.0,10.43,13.228558394160585,22.592028985507245,12.63840579710145,4.196678966789668,13.324542124542125,19.0,-5.8,Overcast,12.0,1635.6666666666667,9.411546115211154
Italy,Veneto,Padua,"207,112",IT,951,1769,2020,83,VE,45.4077172,11.8734455,3.0,7.863333333333333,14.554470802919708,24.63586956521739,13.603985507246378,5.027675276752768,14.780219780219781,16.6,-2.2,Overcast,16.666666666666668,1224.0,9.432121166461664
Italy,Sicily,Palermo,"632,499",IT,611,1301,1505,78,SI,38.1112268,13.3524434,1.6666666666666667,0.63,19.4117700729927,26.77173913043478,16.58913043478261,13.032472324723248,21.157142857142855,24.7,9.3,Overcast,47.666666666666664,1163.0,10.049865344403441
Italy,Emilia-Romagna,Parma,"197,018",IT,787,1589,1922,79,ER,44.6952006,10.0979869,8.0,20.83666666666667,14.701551094890512,24.398913043478263,13.384782608695652,5.835424354243543,15.030036630036633,20.8,-1.0,Overcast,20.0,1341.3333333333333,9.499462925379252
Italy,Umbria,Perugia,"162,367",IT,527,1215,1690,79,UM,43.1070321,12.4029962,3.6666666666666665,5.32,14.754379562043795,24.1018115942029,12.614492753623187,6.782287822878229,15.381318681318684,18.4,-3.0,Overcast,21.333333333333332,1333.3333333333333,9.641312074620744
Italy,Abruzzo,Pescara,"118,829",IT,513,1166,2031,64,AB,42.3102619,13.9575901,8.0,19.553333333333335,15.790875912408758,24.852898550724635,13.506159420289855,7.991512915129152,16.681318681318682,21.2,0.0,Overcast,22.666666666666668,1328.0,9.715319434194344
Italy,Emilia-Romagna,Piacenza,"102,728",IT,750,1582,2054,67,ER,44.8476352,9.6665313,12.666666666666666,46.129999999999995,13.591240875912408,22.83985507246377,12.10036231884058,5.291143911439114,13.987545787545788,19.3,-0.8,Overcast,17.333333333333332,1597.6666666666667,9.486144331693318
Italy,Tuscany,Prato,"196,317",IT,793,1607,2042,71,TU,43.9357181,11.0941473,4.666666666666667,5.436666666666667,14.575182481751824,23.752173913043478,12.768478260869566,6.717712177121771,14.923809523809522,17.4,-2.9,Overcast,19.0,1708.6666666666667,9.571427941779415
Italy,Emilia-Romagna,Ravenna,"156,050",IT,620,1384,1745,77,ER,44.3640607,12.0590095,3.6666666666666665,1.8433333333333335,15.170346715328465,25.103985507246378,13.795289855072463,5.897416974169741,15.722710622710624,17.9,-1.5,Overcast,19.666666666666668,1097.3333333333333,9.525881324313245
Italy,Calabria,Reggio Calabria,"171,181",IT,498,1161,1223,75,CA,38.1035389,15.6397556,0.0,0.0,19.03074817518248,26.419202898550726,16.061231884057975,12.853505535055351,20.695238095238096,24.6,8.7,Overcast,30.0,1310.6666666666667,10.049865344403441
Italy,Emilia-Romagna,Reggio Emilia,"170,451",IT,656,1446,1979,81,ER,44.6086674,10.5940667,7.333333333333333,23.89333333333333,14.009762773722628,23.981884057971016,12.743840579710145,4.833579335793358,14.316849816849818,20.9,-1.0,Overcast,20.0,1284.0,9.506094505945061
Italy,Emilia-Romagna,Rimini,"149,681",IT,777,1567,1917,76,ER,43.9465433,12.630749,2.6666666666666665,3.546666666666667,15.800182481751825,24.98731884057971,14.021739130434785,7.621771217712177,16.428571428571427,20.3,1.1,Overcast,23.333333333333332,1230.6666666666667,9.564973913489133
Italy,Lazio,Rome,"2,755,309",IT,1128,2020,2219,89,LZ,41.8933203,12.4829321,0.3333333333333333,0.21,17.267700729927007,26.455072463768115,14.91123188405797,9.556088560885609,18.016849816849817,20.5,1.4,Overcast,31.0,1135.3333333333333,9.751495869208693
Italy,Campania,Salerno,"127,485",IT,797,1518,1653,81,CM,40.4194417,15.3106085,6.333333333333333,11.643333333333336,14.808667883211678,23.121014492753623,12.278260869565218,7.885608856088561,15.835531135531136,18.2,0.2,Overcast,27.666666666666668,1746.0,9.874058917589174
Italy,Sardinia,Sassari,"121,409",IT,586,1269,1457,72,SA,40.7234746,8.5612674,2.3333333333333335,1.47,17.295711678832117,25.10797101449275,14.819927536231885,10.60590405904059,18.54139194139194,20.0,4.8,Overcast,39.666666666666664,1081.3333333333333,9.845427244772448
Italy,Sicily,Syracuse,"116,635",IT,578,1232,1579,74,SI,37.0646139,15.2907196,0.0,0.0,19.6161496350365,27.434057971014497,16.76050724637681,12.939852398523985,21.226739926739924,23.6,7.8,Overcast,56.0,785.3333333333334,10.12821689216892
Italy,Apulia,Taranto,"188,310",IT,603,1311,1580,76,AP,40.5488156,17.0805801,0.3333333333333333,0.13999999999999999,18.48832116788321,27.68188405797101,15.692753623188405,10.87970479704797,19.57289377289377,19.8,3.4,Overcast,41.333333333333336,789.6666666666666,9.862646084460843
Italy,Umbria,Terni,"106,793",IT,451,1101,1625,79,UM,42.6539486,12.4396528,5.0,4.736666666666666,14.790693430656937,24.241666666666667,12.483333333333333,6.936531365313653,15.365201465201464,17.4,-2.7,Overcast,25.0,1390.6666666666667,9.684756560065601
Italy,Trentino-Alto Adige/Südtirol,Trento,"118,277",IT,833,1612,2043,65,TT,46.1029536,11.1297425,23.333333333333332,48.04333333333333,11.046350364963503,20.467391304347824,10.058333333333334,2.4324723247232476,11.071428571428571,16.0,-9.6,Overcast,12.333333333333334,1395.0,9.362840590405904
Italy,Friuli-Venezia Giulia,Trieste,"199,032",IT,813,1600,1818,78,FG,45.6496485,13.7772781,12.333333333333334,17.803333333333335,15.12490875912409,24.105434782608697,13.736231884057972,7.001476014760148,15.513553113553114,17.2,-0.1,Overcast,17.666666666666668,1803.0,9.404648554735548
Italy,Piedmont,Turin,"847,398",IT,762,1582,1975,85,PI,45.0677551,7.6824892,7.333333333333333,11.036666666666667,13.324543795620437,23.803623188405798,12.680797101449274,3.4708487084870847,13.162637362637362,18.3,-6.9,Overcast,10.666666666666666,1336.6666666666667,9.459284532595326
Italy,Veneto,Venice,"250,913",IT,869,1704,1781,82,VE,45.4371908,12.3345898,2.6666666666666665,6.743333333333333,14.616240875912409,24.521014492753626,13.621376811594203,5.315129151291512,14.84139194139194,16.7,-1.5,Overcast,16.333333333333332,1259.6666666666667,9.425282134071342
Italy,Veneto,Verona,"256,049",IT,845,1657,2105,84,VE,45.4424977,10.9857377,3.6666666666666665,2.31,14.621624087591242,24.514130434782608,13.77753623188406,5.404059040590406,14.623809523809522,17.9,-2.3,Overcast,14.0,1247.6666666666667,9.425282134071342
Italy,Veneto,Vicenza,"110,283",IT,804,1574,1926,81,VE,45.6348591,11.4063543,8.0,10.523333333333332,12.858667883211677,21.98514492753623,11.718478260869563,4.5309963099631,13.051282051282051,16.5,-3.2,Overcast,14.333333333333334,1735.3333333333333,9.404648554735548
Greece,Attica,Athens,"643,452",GR,710,1436,1185,82,,37.9755648,23.7348324,0.6666666666666666,5.763333333333333,19.144890510948905,28.854347826086958,16.657246376811592,10.95608856088561,19.97252747252747,20.8,3.2,Overcast,59.333333333333336,630.0,10.059713048380484
Greece,Western Greece,Patras,"169,886",GR,531,1111,1057,71,,38.246242,21.7350847,2.0,4.06,19.638412408759123,28.604710144927534,16.85,12.318450184501845,20.65897435897436,22.0,7.5,Overcast,56.333333333333336,1162.6666666666667,10.038484184091837
Greece,Crete,Heraklion,"145,440",GR,613,1256,1108,74,,35.33908,25.1332843,1.6666666666666667,0.9566666666666667,19.8125,27.222101449275364,17.434782608695652,13.399999999999999,21.09084249084249,24.7,8.7,Overcast,86.66666666666667,767.0,10.253025000000001
Greece,Thessaly,Larissa,"146,377",GR,533,1149,1015,71,,39.6383092,22.4160706,2.3333333333333335,1.7966666666666669,16.832481751824815,28.018478260869568,14.988768115942024,7.141328413284133,17.00769230769231,21.8,-1.6,Overcast,48.0,732.0,9.935117281672815
Greece,Attica,Piraeus,"168,151",GR,539,1177,1106,66,,37.9431594,23.6470593,0.3333333333333333,4.06,19.507755474452555,29.33804347826087,16.926449275362323,11.327306273062732,20.2996336996337,21.5,2.9,Overcast,61.0,630.0,10.064992568675686
Greece,Thessaly,Volos,"139,670",GR,475,1101,968,56,,39.3624833,22.9401864,3.3333333333333335,2.4266666666666667,17.968339416058395,27.438043478260873,15.78840579710145,9.893357933579335,18.614285714285717,20.8,2.7,Overcast,46.333333333333336,774.6666666666666,9.957237105371055
Greece,Attica,Peristeri,"133,630",GR,574,1192,796,64,,38.0128111,23.6955137,0.6666666666666666,5.763333333333333,19.340510948905106,29.050362318840577,16.85253623188406,11.15129151291513,20.168498168498168,21.0,3.4,Overcast,59.333333333333336,630.0,10.059713048380484
Greece,Central Macedonia,Thessaloniki,"309,617",GR,569,1225,1130,78,,40.6403167,22.9352716,4.333333333333333,9.356666666666667,16.97837591240876,27.266304347826086,14.97210144927536,8.00221402214022,17.516117216117216,20.0,2.1,Overcast,41.0,817.6666666666666,9.850362228372285
Hungary,Central Hungary,Budapest,"1,671,004",HU,707,1377,1503,82,,47.4813896,19.1460941,17.0,23.543333333333333,12.563047445255473,23.172826086956526,12.083695652173914,2.6579335793357934,12.153846153846153,16.7,-4.1,Overcast,13.333333333333334,1050.6666666666667,9.217982144321441
Hungary,Northern Great Plain,Debrecen,"201,582",HU,563,1058,1067,68,,47.531399,21.6259782,21.0,22.773333333333326,12.537591240875914,22.83913043478261,12.047463768115941,2.916605166051661,12.168864468864468,18.7,-5.0,Overcast,15.666666666666666,1085.6666666666667,9.210503833538334
Hungary,Western Transdanubia,Győr,"130,020",HU,404,861,1269,57,,47.6835029,17.6342832,17.333333333333332,18.433333333333334,12.736770072992702,22.53840579710145,12.194927536231885,3.376383763837638,12.667032967032966,16.9,-3.0,Overcast,12.333333333333334,1048.3333333333333,9.195479387043871
Hungary,Southern Great Plain,Kecskemét,"109,731",HU,455,895,1062,70,,46.9073883,19.6917206,16.333333333333332,20.043333333333333,13.04543795620438,23.53586956521739,12.527536231884058,3.2583025830258303,12.67875457875458,17.4,-3.0,Overcast,16.333333333333332,992.3333333333334,9.276977849528494
Hungary,Northern Hungary,Miskolc,"145,248",HU,432,913,1109,68,,48.1030643,20.7900429,21.666666666666668,24.289999999999996,11.852554744525547,22.058333333333334,11.534420289855072,2.2608856088560882,11.377655677655678,17.2,-5.5,Overcast,13.333333333333334,1080.6666666666667,9.149831139811397
Hungary,Northern Great Plain,Nyíregyháza,"115,711",HU,328,735,1450,56,,47.9557802,21.7167982,20.666666666666668,23.35666666666667,12.208576642335768,22.442028985507246,11.794202898550724,2.6014760147601477,11.818315018315017,18.3,-5.1,Overcast,14.333333333333334,1131.3333333333333,9.165143696186963
Hungary,Southern Transdanubia,Pécs,"141,031",HU,499,1033,858,66,,46.0765092,18.2280317,19.666666666666668,29.75,13.165784671532847,23.084057971014495,12.437681159420288,3.8066420664206637,13.165201465201466,17.1,-2.9,Overcast,17.666666666666668,1088.6666666666667,9.362840590405904
Hungary,Southern Great Plain,Szeged,"158,829",HU,432,934,1261,68,,46.2546312,20.1486016,14.666666666666666,13.51,13.585492700729928,24.145652173913042,12.91123188405797,3.751291512915129,13.353113553113554,18.4,-3.4,Overcast,14.333333333333334,982.3333333333334,9.348741738417385
Ireland,Dublin,Dublin,"592,713",IE,1880,2858,4105,96,,53.3493795,-6.2605593,10.333333333333334,15.213333333333333,11.097080291970803,15.827173913043476,10.33876811594203,6.613653136531366,11.532234432234432,14.4,-1.6,Light Drizzle,5.0,1975.6666666666667,8.503008384583847
Ireland,Cork,Cork,"131,423",IE,1584,2472,3327,88,,51.8985136,-8.4726423,9.0,8.796666666666665,11.322992700729927,15.796014492753622,10.484420289855073,7.119557195571956,11.821245421245422,14.0,-0.4,Light Drizzle,3.0,2296.0,8.695897642476426
Iceland,Capital,Reykjavík,"136,894",IS,2025,3268,4361,91,,64.145981,-21.9422367,98.66666666666667,255.82666666666668,4.654014598540146,10.815942028985507,4.2539855072463775,-1.4538745387453875,4.891941391941392,9.2,-11.3,Overcast,4.666666666666667,2860.3333333333335,6.099119751947518
Netherlands,Flevoland,Almere,"226,438",NL,1339,2230,3374,92,,52.4417513,5.2092943,18.666666666666668,28.44333333333334,11.454744525547445,17.82536231884058,10.319565217391304,5.244649446494464,12.326373626373625,17.1,-5.1,Overcast,5.333333333333333,1923.3333333333333,8.628822806478066
Netherlands,North Holland,Amsterdam,"935,521",NL,2031,3118,4702,96,,52.3730796,4.8924534,18.666666666666668,23.03,11.303558394160584,17.620652173913044,10.214855072463767,5.146494464944649,12.12967032967033,17.1,-5.6,Overcast,4.0,2009.0,8.628822806478066
Netherlands,Gelderland,Apeldoorn,"168,265",NL,1292,2154,3347,89,,52.1795738,5.9300775,19.0,16.683333333333334,11.207390510948905,18.01014492753623,10.281521739130435,4.623616236162362,11.801465201465202,17.2,-5.3,Overcast,5.333333333333333,1886.6666666666667,8.657247006970069
Netherlands,Gelderland,Arnhem,"167,671",NL,1129,1986,4461,92,,52.0056642,5.8762345,18.333333333333332,19.133333333333336,11.22655109489051,18.089130434782607,10.348188405797103,4.504428044280444,11.849450549450548,17.0,-4.2,Overcast,6.666666666666667,1889.3333333333333,8.685342271422714
Netherlands,North Brabant,Breda,"188,277",NL,1139,2087,4074,93,,51.5887845,4.7760237,18.0,17.616666666666664,11.661678832116788,18.429710144927537,10.698188405797103,5.053136531365313,12.353479853479854,17.9,-3.2,Overcast,5.333333333333333,1815.3333333333333,8.740576558015581
Netherlands,South Holland,Delft,"109,452",NL,1383,2228,3576,91,,51.9994572,4.3627245,21.0,23.52,11.576368613138687,17.961231884057973,10.382608695652175,5.372693726937269,12.486446886446885,18.0,-3.8,Overcast,4.666666666666667,2059.0,8.685342271422714
Netherlands,Overijssel,Deventer,"103,456",NL,1313,2107,2908,88,,52.2694896,6.2364886,16.0,15.306666666666667,11.371897810218979,18.132971014492757,10.425,4.812915129151292,12.004761904761905,17.1,-5.0,Overcast,6.666666666666667,1835.6666666666667,8.647809747847479
Netherlands,Gelderland,Ede,"123,545",NL,1030,1860,2453,88,,52.0716825,5.7455106,19.666666666666668,17.476666666666667,11.314963503649636,18.09710144927536,10.480434782608695,4.639852398523985,11.928205128205127,17.4,-4.9,Overcast,5.333333333333333,1988.0,8.676013519885199
Netherlands,North Brabant,Eindhoven,"246,581",NL,1327,2199,4013,94,,51.4392648,5.478633,17.0,19.390000000000004,11.835310218978103,18.99855072463768,10.971739130434782,4.876014760147601,12.374725274725275,18.1,-3.3,Overcast,9.666666666666666,1749.6666666666667,8.75871193111931
Netherlands,Drenthe,Emmen,"109,311",NL,878,1704,2877,72,,52.7528662,6.9525135,21.333333333333332,21.023333333333333,11.077098540145986,17.72210144927536,10.277536231884058,4.4959409594095945,11.700366300366301,17.3,-4.3,Overcast,7.333333333333333,1895.0,8.58069979499795
Netherlands,Overijssel,Enschede,"161,947",NL,1246,2121,3472,87,,52.2233632,6.8705957,21.666666666666668,20.79,11.316514598540147,18.285144927536226,10.547101449275363,4.459409594095941,11.856043956043955,17.0,-5.4,Overcast,7.333333333333333,1930.0,8.657247006970069
Netherlands,Groningen,Groningen,"244,003",NL,1071,1951,3120,85,,53.2190652,6.5680077,26.333333333333332,29.563333333333336,10.813777372262773,17.23514492753623,9.669202898550724,4.612546125461255,11.634798534798536,16.3,-4.2,Overcast,5.666666666666667,1945.0,8.511691420664208
Netherlands,North Holland,Haarlem,"167,752",NL,1626,2589,3686,93,,52.3837058,4.6435597,18.0,24.03333333333333,11.588503649635037,17.71195652173913,10.233695652173912,5.616974169741698,12.695238095238096,16.9,-3.9,Overcast,3.6666666666666665,2105.0,8.628822806478066
Netherlands,South Holland,The Hague,"565,817",NL,1568,2581,4532,95,,52.0799838,4.3113461,20.0,21.98,11.684671532846714,17.93876811594203,10.419927536231885,5.582656826568266,12.697802197802197,17.6,-3.6,Overcast,6.0,2119.6666666666665,8.676013519885199
Netherlands,Friesland,Leeuwarden,"128,845",NL,1129,1982,2800,70,,53.2005936,5.7918548,21.666666666666668,28.886666666666667,10.954470802919706,17.241304347826087,9.672463768115943,4.945387453874539,11.85970695970696,16.6,-4.3,Overcast,5.666666666666667,1980.6666666666667,8.52166913694137
Netherlands,South Holland,Leiden,"130,269",NL,1397,2222,4593,95,,52.1518157,4.4811089,19.666666666666668,19.576666666666664,11.502737226277372,17.809057971014493,10.28840579710145,5.386346863468635,12.426373626373627,17.3,-4.4,Overcast,5.666666666666667,2072.0,8.666647816728167
Netherlands,Limburg,Maastricht,"125,464",NL,1333,2181,3610,88,,50.8512438,5.6909768,20.333333333333332,28.396666666666672,11.867518248175182,19.005434782608695,10.959420289855073,4.831734317343174,12.553479853479855,17.9,-1.7,Overcast,7.0,1905.0,8.829924005740057
Netherlands,Gelderland,Nijmegen,"186,798",NL,1240,2164,3188,90,,51.8425749,5.8389606,15.666666666666666,14.653333333333334,11.563503649635035,18.360869565217392,10.663768115942029,4.884132841328413,12.23150183150183,17.5,-3.6,Overcast,6.0,1845.6666666666667,8.703893634686345
Netherlands,South Holland,Rotterdam,"671,221",NL,1599,2615,3894,94,,51.9244424,4.47775,17.0,19.71666666666667,11.721441605839416,18.21449275362319,10.665579710144927,5.344280442804428,12.554945054945055,17.2,-2.6,Overcast,4.0,1981.0,8.694636234112341
Netherlands,North Brabant,Tilburg,"229,940",NL,1290,2238,3562,93,,51.5856184,5.0660616,17.333333333333332,22.446666666666662,11.737408759124088,18.664492753623186,10.804347826086957,4.990405904059041,12.375091575091576,18.1,-3.2,Overcast,5.0,1765.6666666666667,8.740576558015581
Netherlands,Utrecht,Utrecht,"374,409",NL,1787,2718,4136,95,,52.0907006,5.1215634,18.333333333333332,20.16,11.50985401459854,18.118115942028986,10.578260869565216,5.018081180811809,12.215018315018314,17.4,-4.6,Overcast,3.6666666666666665,1946.6666666666667,8.676013519885199
Netherlands,Limburg,Venlo,"103,688",NL,1121,1942,3938,76,,51.3924489,6.1511724,18.0,18.083333333333336,11.84206204379562,18.9213768115942,10.989492753623187,4.869372693726937,12.468498168498169,17.4,-2.8,Overcast,8.666666666666666,1755.0,8.75871193111931
Netherlands,Overijssel,Zwolle,"133,065",NL,1168,1992,3073,87,,52.5089759,6.0943765,18.666666666666668,18.526666666666667,11.314416058394158,17.9518115942029,10.32427536231884,4.8756457564575655,11.996703296703298,17.7,-3.9,Overcast,6.0,1872.6666666666667,8.619273892988929
Norway,Oslo,Oslo,"717,710",NO,1569,2721,3963,95,,59.9133301,10.7389701,68.66666666666667,158.96999999999997,7.079288321167883,16.752173913043478,6.911956521739131,-3.1199261992619927,7.593772893772893,9.0,-10.2,Overcast,4.333333333333333,1992.6666666666667,7.314472099220993
Norway,Vestland,Bergen,"291,940",NO,1148,2242,3736,93,,60.3943055,5.3259192,70.66666666666667,200.06000000000003,7.937043795620438,14.568478260869563,7.434420289855071,1.2136531365313652,8.415018315018315,10.7,-8.9,Overcast,4.666666666666667,3217.6666666666665,7.198981652316523
Norway,Trøndelag,Trondheim,"214,565",NO,1241,2284,4097,88,,63.4304475,10.3952118,89.33333333333333,175.21,6.858667883211679,15.109782608695653,5.736956521739131,-0.784870848708487,7.2384615384615385,10.5,-10.4,Overcast,4.333333333333333,2555.6666666666665,6.3450149548995505
Norway,Rogaland,Stavanger,"149,048",NO,1356,2341,3990,87,,58.9699675,5.7318101,54.0,113.30666666666669,8.697718978102191,14.67463768115942,7.507971014492753,2.698154981549816,9.813553113553112,10.6,-5.0,Overcast,5.333333333333333,2805.3333333333335,7.530850420254202
Norway,Østfold,Fredrikstad,"130,921",NO,1164,2181,3009,72,,59.1862013,10.8680241,48.333333333333336,97.76666666666665,8.423905109489052,16.404710144927535,6.8710144927536225,0.5797047970479705,9.712087912087913,9.2,-7.7,Overcast,6.666666666666667,1669.3333333333333,7.4860071443214435
Norway,Agder,Kristiansand,"116,986",NO,705,1497,3666,70,,58.0856276,7.931858,52.0,148.63333333333333,8.709580291970802,15.661594202898552,7.621376811594203,1.7686346863468636,9.671428571428573,10.6,-6.8,Overcast,8.0,2431.6666666666665,7.702693655186551
Norway,Buskerud,Drammen,"104,487",NO,890,1741,3317,77,,59.6964936,10.175642,71.33333333333333,201.01666666666665,6.12919708029197,15.756521739130436,6.082608695652173,-4.261254612546125,6.757509157509158,8.7,-9.7,Overcast,4.666666666666667,1915.0,7.362410055350554
Moldova, Transnistria,Tiraspol,"133,807",MD,186,546,264,41,,46.8566229,29.6059359,19.0,22.866666666666664,12.787135036496352,24.268115942028984,11.646739130434783,2.255719557195572,12.787179487179488,17.2,-9.6,Overcast,19.0,835.3333333333334,9.283219321443214
Lithuania,Vilnius,Vilnius,"592,156",LT,764,1414,1836,83,,54.6870458,25.2829111,68.66666666666667,91.81666666666666,8.948448905109489,18.58478260869565,8.578260869565216,-0.6538745387453874,9.112454212454212,12.7,-8.7,Overcast,6.666666666666667,1752.6666666666667,8.301668829438295
Lithuania,Kaunas,Kaunas,"304,210",LT,667,1334,1428,78,,54.8982139,23.9044817,60.0,70.07,9.533850364963504,18.979347826086958,8.881159420289856,0.32324723247232473,9.787545787545788,13.8,-7.0,Overcast,5.0,1552.3333333333333,8.268780186551867
Lithuania,Šiauliai,Šiauliai,"110,463",LT,474,967,1325,72,,55.9340823,23.3157775,64.0,78.16666666666667,8.348175182481752,17.588768115942027,7.760869565217392,-0.8361623616236161,8.716849816849816,10.1,-7.8,Overcast,6.0,1530.3333333333333,8.0974467199672
Latvia,Riga,Riga,"620,974",LV,619,1270,1509,82,,56.9493977,24.1051846,72.33333333333333,107.84666666666668,8.488868613138685,17.817753623188405,7.779347826086957,-0.8870848708487084,9.082051282051282,9.0,-8.4,Overcast,4.333333333333333,1799.6666666666667,7.913439124641246
Luxembourg,Luxembourg,Luxembourg,"134,697",LU,1866,2776,5130,89,,49.8158683,6.1296751,22.666666666666668,22.47,10.545985401459856,18.23804347826087,9.685869565217391,3.2099630996309965,10.921245421245422,15.0,-5.0,Overcast,9.0,1917.0,8.958042189421896
Montenegro,Podgorica,Podgorica,"173,024",ME,539,1047,1100,69,,42.4415238,19.2621081,1.0,2.0066666666666664,16.322262773722624,26.70108695652174,14.330072463768113,7.774538745387455,16.32857142857143,20.0,-1.9,Overcast,32.666666666666664,1438.0,9.703140272652726
Spain,Castilla–La Mancha,Albacete,"173,206",ES,831,1464,1945,74,,38.9950921,-1.8559154,4.333333333333333,2.706666666666667,16.21961678832117,26.206884057971013,14.500362318840581,7.364944649446494,16.65054945054945,21.2,-0.4,Overcast,36.0,605.0,9.985381867568675
Spain,Community of Madrid,Alcalá de Henares,"199,184",ES,867,1573,1673,85,,40.481954,-3.363981,3.3333333333333335,1.61,15.938686131386861,26.583695652173915,13.998913043478261,6.881918819188191,16.128205128205128,20.4,-0.1,Overcast,38.0,882.3333333333334,9.86835913284133
Spain,Community of Madrid,Alcobendas,"119,416",ES,988,1656,2594,74,,40.5400082,-3.6358494,5.0,3.3366666666666664,15.222901459854015,25.611231884057972,13.352173913043478,6.282656826568266,15.486446886446883,19.5,0.5,Overcast,35.666666666666664,901.0,9.862646084460843
Spain,Andalusia,Algeciras,"123,639",ES,457,987,1980,64,,36.1311725,-5.4473991,0.0,0.0,18.4757299270073,23.47246376811594,16.704710144927535,14.079335793357934,19.57875457875458,22.8,9.3,Overcast,27.666666666666668,1158.0,10.19923429684297
Spain,Valencian Community,Alicante,"349,282",ES,816,1461,1921,86,,38.3436365,-0.4881708,0.0,0.0,19.56706204379562,26.480072463768117,17.44891304347826,13.28081180811808,20.95970695970696,27.1,7.3,Overcast,37.0,404.6666666666667,10.033899323493236
Spain,Andalusia,Almería,"200,578",ES,623,1298,1423,74,,36.8414197,-2.4628135,0.0,0.0,20.074726277372264,27.420652173913044,18.254347826086956,13.459040590405904,21.05567765567766,25.1,8.2,Overcast,49.0,331.0,10.143601189011891
Spain,Extremadura,Badajoz,"150,190",ES,604,1200,1524,74,,38.878187,-6.9701115,0.3333333333333333,0.18666666666666668,17.91724452554745,26.650000000000002,16.304347826086957,10.012177121771218,18.566300366300368,21.1,1.6,Overcast,54.333333333333336,790.3333333333334,9.99081935219352
Spain,Catalonia,Badalona,"225,957",ES,1479,2170,2126,73,,41.4493539,2.248254,1.3333333333333333,0.7233333333333333,17.1088503649635,24.868478260869566,14.979347826086958,10.077121771217714,18.397069597069596,22.2,3.4,Overcast,19.0,879.0,9.787143357933578
Spain,Catalonia,Barcelona,"1,660,122",ES,1268,2087,2248,90,,41.3825802,2.177073,0.6666666666666666,0.7466666666666667,17.083759124087592,24.827536231884057,15.118115942028988,10.011808118081182,18.262271062271065,22.8,4.5,Overcast,17.666666666666668,928.6666666666666,9.793035096350962
Spain,Basque Country,Bilbao,"346,096",ES,952,1660,2067,81,,43.2630018,-2.9350039,4.333333333333333,9.450000000000001,15.27919708029197,20.77572463768116,13.682246376811595,10.00959409594096,16.56776556776557,23.3,5.3,Overcast,5.666666666666667,2012.6666666666667,9.628754827798279
Spain,Castile and León,Burgos,"174,451",ES,717,1343,2060,77,,42.343926,-3.696977,22.333333333333332,19.18,12.102554744525547,20.143115942028984,10.17572463768116,4.945756457564577,13.026007326007328,19.0,0.1,Overcast,8.333333333333334,1249.6666666666667,9.70923749487495
Spain,Andalusia,Cádiz,"111,811",ES,924,1501,1938,77,,36.5297438,-6.2928976,0.0,0.0,18.84771897810219,24.74746376811594,17.38152173913043,13.114391143911439,20.05677655677656,23.4,6.1,Overcast,59.0,848.0,10.169038417384174
Spain,Region of Murcia,Cartagena,"218,050",ES,630,1206,1819,79,,37.6152488,-0.9876857,0.0,0.0,19.40994525547445,26.479710144927537,17.3981884057971,12.944280442804429,20.714652014652017,26.1,7.8,Overcast,31.666666666666668,458.6666666666667,10.086731006560065
Spain,Valencian Community,Castellón de la Plana,"176,238",ES,613,1158,1785,70,,39.9860347,-0.0377354,0.3333333333333333,0.023333333333333334,18.00985401459854,25.571014492753623,16.098913043478262,11.092250922509225,19.164468864468866,24.0,4.7,Overcast,29.333333333333332,557.0,9.907983866338665
Spain,Andalusia,Córdoba,"323,763",ES,657,1233,1900,77,,37.8845813,-4.7760138,0.0,0.0,19.574361313868614,29.55036231884058,17.771014492753622,10.764944649446495,20.05677655677656,22.7,4.3,Overcast,67.0,817.6666666666666,10.07099733497335
Spain,Galicia,A Coruña,"247,376",ES,697,1352,1760,78,,43.3709703,-8.3959425,3.3333333333333335,1.8666666666666665,15.241605839416062,19.75652173913043,13.641666666666667,11.014022140221403,16.49120879120879,21.5,5.2,Overcast,14.0,2148.0,9.622451957769577
Spain,Andalusia,Dos Hermanas,"138,981",ES,800,1359,1847,66,,37.283689,-5.9226718,0.0,0.0,19.60875912408759,27.963405797101448,18.14927536231884,11.800369003690037,20.38901098901099,24.1,5.7,Overcast,72.33333333333333,739.0,10.112739114391143
Spain,Valencian Community,Elche,"238,293",ES,613,1277,1658,84,,38.2653307,-0.6988391,0.3333333333333333,0.04666666666666667,19.351277372262775,26.761231884057974,17.542391304347827,12.674538745387453,20.316483516483515,26.8,5.6,Overcast,35.0,455.6666666666667,10.039232410824109
Spain,Community of Madrid,Fuenlabrada,"188,736",ES,897,1592,1743,72,,40.282476,-3.7923422,5.0,2.123333333333333,15.796076642335766,26.34927536231884,13.924275362318838,6.851291512915129,15.898534798534795,20.3,-0.1,Overcast,38.333333333333336,888.6666666666666,9.87974561295613
